date,overall_sentiment_avg,article_count,MSFT_sentiment_avg,MSFT_relevance_avg,MSFT_mention_count,MSFT_sentiment_weighted
2022-03-01,-0.12326546913580247,81,0.050726,0.61084,1,0.050726
2022-03-02,-0.14006646534653466,101,-0.186253,0.08788699999999999,6,-0.26451921885489327
2022-03-03,-0.0864818102189781,137,-0.1557088,0.06613480000000001,5,-0.21688463486092044
2022-03-04,-0.013201852207293667,521,-0.09185914285714285,0.0639807142857143,7,-0.23663084157279538
2022-03-05,-0.15661390909090908,110,-0.2861155,0.0687415,6,-0.25816597039876443
2022-03-06,-0.06226258,50,0.0,0.0,0,0.0
