timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2025-06-27,156.04,158.71,155.255,157.75,157.75,263234539,0.0,1.0
2025-06-26,155.975,156.715,154.0,155.02,155.02,198145746,0.0,1.0
2025-06-25,149.27,154.45,149.26,154.31,154.31,269146471,0.0,1.0
2025-06-24,145.56,147.96,145.5,147.9,147.9,187566121,0.0,1.0
2025-06-23,142.5,144.78,142.03,144.17,144.17,154308941,0.0,1.0
2025-06-20,145.45,146.2,142.65,143.85,143.85,242956157,0.0,1.0
2025-06-18,144.005,145.65,143.12,145.48,145.48,161494121,0.0,1.0
2025-06-17,144.49,145.22,143.78,144.12,144.12,139108000,0.0,1.0
2025-06-16,143.345,146.175,143.2001,144.69,144.69,183133666,0.0,1.0
2025-06-13,142.48,143.58,140.855,141.97,141.97,180820565,0.0,1.0
2025-06-12,141.97,145.0,141.85,145.0,145.0,162364991,0.0,1.0
2025-06-11,144.61,144.99,141.87,142.83,142.83,167694044,0.01,1.0
2025-06-10,142.69,144.29,141.525,143.96,143.949921590591,155881897,0.0,1.0
2025-06-09,143.19,145.0,141.94,142.63,142.620014701764,185114494,0.0,1.0
2025-06-06,142.51,143.27,141.51,141.72,141.710078409409,153986153,0.0,1.0
2025-06-05,142.17,144.0,138.83,139.99,139.980199523943,232410759,0.0,1.0
2025-06-04,142.19,142.39,139.545,141.92,141.910064407729,167120819,0.0,1.0
2025-06-03,138.78,142.0,137.95,141.22,141.21011341361,225578783,0.0,1.0
2025-06-02,135.49,138.12,135.4,137.38,137.37038224587,197663116,0.0,1.0
2025-05-30,138.715,139.62,132.92,135.13,135.120539764772,333170851,0.0,1.0
2025-05-29,142.245,143.49,137.91,139.19,139.180255530664,370615167,0.0,1.0
2025-05-28,136.025,137.25,134.79,134.81,134.80056216746,304021146,0.0,1.0
2025-05-27,134.15,135.66,133.31,135.5,135.490513861663,192953613,0.0,1.0
2025-05-23,130.0,132.68,129.16,131.29,131.280808597032,198821324,0.0,1.0
2025-05-22,132.23,134.25,131.55,132.83,132.820700784094,187343954,0.0,1.0
2025-05-21,133.06,137.4,130.59,131.8,131.790772892747,270608738,0.0,1.0
2025-05-20,134.29,134.58,132.62,134.38,134.370592271073,161514247,0.0,1.0
2025-05-19,132.39,135.87,132.39,135.57,135.560508961075,193154571,0.0,1.0
2025-05-16,136.22,136.35,133.46,135.4,135.390520862504,226542451,0.0,1.0
2025-05-15,134.295,136.3,132.66,134.83,134.820560767292,226632563,0.0,1.0
2025-05-14,133.195,135.435,131.68,135.34,135.330525063008,281180830,0.0,1.0
2025-05-13,124.98,131.2189,124.47,129.93,129.920903808457,330430105,0.0,1.0
2025-05-12,121.97,123.0,120.28,123.0,122.991388966676,225023345,0.0,1.0
2025-05-09,117.35,118.23,115.21,116.65,116.641833520022,132972189,0.0,1.0
2025-05-08,118.25,118.68,115.85,117.37,117.361783113974,198428122,0.0,1.0
2025-05-07,113.045,117.68,112.2818,117.06,117.051804816578,207827821,0.0,1.0
2025-05-06,111.48,114.74,110.822,113.54,113.53205124615,158525621,0.0,1.0
2025-05-05,112.905,114.665,112.66,113.82,113.812031643797,133163241,0.0,1.0
2025-05-02,114.18,115.4,113.37,114.5,114.491984038085,190194778,0.0,1.0
2025-05-01,113.08,114.94,111.3,111.61,111.602186362363,236121507,0.0,1.0
2025-04-30,104.47,108.92,104.08,108.92,108.912374684962,235044611,0.0,1.0
2025-04-29,107.67,110.1999,107.44,109.02,109.012367684122,170444263,0.0,1.0
2025-04-28,109.69,110.3699,106.02,108.73,108.722387986558,207708479,0.0,1.0
2025-04-25,106.85,111.92,105.73,111.01,111.002228367404,251064672,0.0,1.0
2025-04-24,103.475,106.54,103.11,106.43,106.422549005881,220815041,0.0,1.0
2025-04-23,104.52,104.8,102.02,102.71,102.702809437132,247525971,0.0,1.0
2025-04-22,98.78,99.811,97.28,98.89,98.8830768692243,241004784,0.0,1.0
2025-04-21,98.77,99.44,95.04,96.91,96.9032154858583,288501136,0.0,1.0
2025-04-17,104.45,104.47,100.05,101.49,101.482894847382,292517465,0.0,1.0
2025-04-16,104.55,106.79,100.45,104.49,104.482684822179,397016870,0.0,1.0
2025-04-15,110.97,113.615,110.5,112.2,112.192145057407,228966900,0.0,1.0
2025-04-14,114.11,114.29,109.07,110.71,110.702249369924,264705049,0.0,1.0
2025-04-11,108.5,111.5499,107.48,110.93,110.922233968076,313417265,0.0,1.0
2025-04-10,109.37,110.86,99.15,107.57,107.562469196304,437812353,0.0,1.0
2025-04-09,98.89,115.1,97.5301,114.33,114.321995939513,612918336,0.0,1.0
2025-04-08,103.805,105.85,94.46,96.3,96.2932581909829,476243392,0.0,1.0
2025-04-07,87.46,101.75,86.62,97.64,97.6331643797256,611041347,0.0,1.0
2025-04-04,98.91,100.13,92.11,94.31,94.3033975077009,532273810,0.0,1.0
2025-04-03,103.51,105.63,101.6,101.8,101.792873144777,338769412,0.0,1.0
2025-04-02,107.29,111.98,106.79,110.42,110.412269672361,220601243,0.0,1.0
2025-04-01,108.515,110.2,106.47,110.15,110.142288574629,222614034,0.0,1.0
2025-03-31,105.13,110.955,103.65,108.38,108.372412489499,299212653,0.0,1.0
2025-03-28,111.485,112.87,109.0701,109.67,109.662322178661,229872549,0.0,1.0
2025-03-27,111.35,114.45,110.66,111.43,111.422198963876,236902055,0.0,1.0
2025-03-26,118.73,118.84,112.71,113.76,113.752035844301,296431667,0.0,1.0
2025-03-25,120.545,121.29,118.92,120.69,120.681550686082,167447198,0.0,1.0
2025-03-24,119.88,122.22,119.34,121.41,121.401500280034,228452534,0.0,1.0
2025-03-21,116.94,117.99,115.42,117.7,117.691760011201,266498528,0.0,1.0
2025-03-20,116.55,120.2,116.47,118.53,118.521701904229,248829749,0.0,1.0
2025-03-19,117.27,120.445,115.68,117.52,117.511772612714,273426225,0.0,1.0
2025-03-18,118.0,119.02,114.54,115.43,115.421918930272,299686944,0.0,1.0
2025-03-17,122.74,122.89,118.03,119.53,119.521631895828,255501481,0.0,1.0
2025-03-14,118.61,121.88,118.15,121.67,121.661482077849,277593455,0.0,1.0
2025-03-13,117.03,117.76,113.79,115.58,115.571908429012,299033131,0.0,1.0
2025-03-12,114.12,116.76,112.88,115.74,115.731897227667,323857454,0.01,1.0
2025-03-11,106.99,112.236,104.77,108.76,108.742990431802,354865692,0.0,1.0
2025-03-10,109.9,111.85,105.46,106.98,106.963268815688,361107562,0.0,1.0
2025-03-07,111.25,113.48,107.56,112.69,112.672375797718,341755468,0.0,1.0
